pitch,start,end,tonalTechnique,articulation,stringId,position,finger
81,65.636364,65.684091,,spiccato,3,1,3
73,65.736364,65.781818,,spiccato,2,1,2
64,65.829545,65.956818,,spiccato,1,1,1
57,66.009091,66.05,,spiccato,0,1,1
57,66.054545,66.095455,,spiccato,0,1,1
64,66.140909,66.193182,,spiccato,1,1,1
72,66.240909,66.286364,,spiccato,2,1,2
81,66.338636,66.386364,,spiccato,3,1,3
81,66.438636,66.484091,,spiccato,3,1,3
72,66.525,66.572727,,spiccato,2,1,2
64,66.618182,66.715909,,spiccato,1,1,1
57,66.763636,66.809091,,spiccato,0,1,1
57,66.856818,67.163636,,release,0,1,1
65,66.856818,67.163636,,release,1,1,2
84,67.286364,67.570455,,staccato,3,3,3
87,67.286364,67.570455,,staccato,3,3,4
82,67.575,67.772727,,staccato,3,3,2
86,67.575,67.772727,,staccato,3,3,4
81,67.772727,67.940909,,staccato,3,3,1
84,67.772727,67.940909,,staccato,3,3,3
81,67.947727,68.109091,,staccato,3,3,1
84,67.947727,68.109091,,staccato,3,3,3
79,68.109091,68.265909,,staccato,3,1,2
82,68.109091,68.265909,,staccato,3,3,2
77,68.272727,68.429545,,staccato,3,1,1
81,68.272727,68.429545,,staccato,3,3,1
75,68.434091,68.65,,staccato,2,1,3
79,68.434091,68.65,,staccato,3,1,2
74,68.65,68.859091,,staccato,2,1,3
77,68.65,68.859091,,staccato,3,1,1
72,68.859091,69.131818,,staccato,2,1,2
75,68.859091,69.131818,,staccato,2,1,3
70,69.136364,69.490909,,staccato,2,1,1
74,69.136364,69.490909,,staccato,2,1,3
69,69.490909,69.915909,,staccato,2,1,0
72,69.490909,69.915909,,staccato,2,1,2
58,70.013636,70.129545,,spiccato,0,1,2
65,70.181818,70.275,,spiccato,1,1,2
74,70.327273,70.420455,,spiccato,2,1,3
82,70.465909,70.536364,,spiccato,3,1,4
82,70.581818,70.647727,,spiccato,3,1,4
74,70.693182,70.756818,,spiccato,2,1,3
65,70.809091,70.977273,,spiccato,1,1,2
58,71.029545,71.059091,,spiccato,0,1,2
58,71.063636,71.093182,,spiccato,0,1,2
65,71.140909,71.186364,,spiccato,1,1,2
73,71.234091,71.297727,,spiccato,2,1,2
82,71.343182,71.402273,,spiccato,3,1,4
82,71.454545,71.511364,,spiccato,3,1,4
73,71.563636,71.615909,,spiccato,2,1,2
65,71.668182,71.720455,,spiccato,1,1,2
58,71.772727,71.831818,,spiccato,0,1,2
58,71.877273,71.947727,,spiccato,0,1,2
66,71.993182,72.040909,,spiccato,1,1,2
73,72.086364,72.138636,,spiccato,2,1,2
82,72.190909,72.243182,,spiccato,3,1,4
82,72.288636,72.347727,,spiccato,3,1,4
73,72.4,72.445455,,spiccato,2,1,2
66,72.497727,72.556818,,spiccato,1,1,2
58,72.602273,72.661364,,spiccato,0,1,2
58,72.706818,72.781818,,spiccato,0,1,2
66,72.829545,72.881818,,spiccato,1,1,2
76,72.934091,72.975,,spiccato,3,1,0
85,73.027273,73.072727,,spiccato,3,3,3
85,73.125,73.184091,,spiccato,3,3,3
76,73.236364,73.288636,,spiccato,3,1,0
66,73.334091,73.409091,,spiccato,1,1,2
58,73.456818,73.513636,,spiccato,0,1,2
59,73.584091,73.629545,,spiccato,0,1,2
66,73.681818,73.729545,,spiccato,1,1,2
75,73.781818,73.827273,,spiccato,2,1,3
83,73.879545,73.938636,,spiccato,3,3,2
83,73.984091,74.054545,,spiccato,3,3,2
75,74.1,74.159091,,spiccato,2,1,3
66,74.204545,74.252273,,spiccato,1,1,2
59,74.297727,74.356818,,spiccato,0,1,2
59,74.402273,74.454545,,spiccato,0,1,2
66,74.506818,74.554545,,spiccato,1,1,2
74,74.606818,74.652273,,spiccato,2,3,1
83,74.697727,74.75,,spiccato,3,3,2
83,74.797727,74.854545,,spiccato,3,3,2
74,74.906818,74.959091,,spiccato,2,1,3
66,75.022727,75.059091,,spiccato,1,1,2
59,75.111364,75.156818,,spiccato,0,2,1
59,75.209091,75.272727,,spiccato,0,1,2
67,75.325,75.384091,,spiccato,1,1,3
74,75.429545,75.470455,,spiccato,2,1,3
83,75.518182,75.563636,,spiccato,3,3,2
83,75.609091,75.661364,,spiccato,3,3,2
74,75.713636,75.761364,,spiccato,2,1,3
67,75.802273,75.843182,,spiccato,1,1,3
59,75.881818,75.929545,,spiccato,0,2,1
59,75.975,76.034091,,spiccato,0,1,2
67,76.079545,76.143182,,spiccato,1,1,3
77,76.190909,76.236364,,spiccato,2,3,3
86,76.288636,76.340909,,spiccato,3,3,4
86,76.388636,76.475,,spiccato,3,3,4
77,76.527273,76.568182,,spiccato,3,1,1
67,76.609091,76.661364,,spiccato,1,1,3
59,76.706818,76.754545,,spiccato,0,1,2
60,76.8,76.870455,,spiccato,0,1,3
67,76.915909,76.956818,,spiccato,1,1,3
76,76.997727,77.043182,,spiccato,2,3,2
84,77.095455,77.143182,,spiccato,3,3,3
84,77.188636,77.240909,,spiccato,3,3,3
76,77.293182,77.340909,,spiccato,2,3,2
67,77.379545,77.438636,,spiccato,1,1,3
60,77.484091,77.525,,spiccato,0,1,3
60,77.577273,77.636364,,spiccato,0,1,3
67,77.681818,77.729545,,spiccato,1,1,3
75,77.781818,77.822727,,spiccato,2,3,1
84,77.868182,77.909091,,spiccato,3,3,3
84,77.95,77.995455,,spiccato,3,3,3
75,78.043182,78.095455,,spiccato,2,1,3
67,78.140909,78.211364,,spiccato,1,1,3
60,78.309091,78.361364,,spiccato,0,1,3
60,78.368182,78.409091,,spiccato,0,1,3
68,78.454545,78.495455,,spiccato,1,1,3
75,78.547727,78.611364,,spiccato,2,3,1
84,78.656818,78.709091,,spiccato,3,3,3
84,78.761364,78.831818,,spiccato,3,3,3
75,78.877273,78.947727,,spiccato,2,3,2
68,79.0,79.075,,spiccato,1,1,3
60,79.122727,79.168182,,spiccato,0,1,3
60,79.215909,79.272727,,spiccato,0,1,3
68,79.325,79.395455,,spiccato,1,1,3
78,79.440909,79.5,,spiccato,3,1,1
87,79.545455,79.609091,,spiccato,3,3,4
87,79.679545,79.802273,,spiccato,3,5,3
78,79.854545,79.986364,,spiccato,3,1,1
68,80.038636,80.284091,,spiccato,1,1,3
60,80.336364,80.568182,,spiccato,0,1,3
61,81.363636,81.472727,,spiccato,0,1,3
65,81.520455,81.565909,,spiccato,1,1,2
73,81.618182,81.670455,,spiccato,2,1,2
77,81.722727,81.779545,,spiccato,3,1,1
77,81.831818,81.890909,,spiccato,3,1,1
73,81.943182,81.995455,,spiccato,2,1,2
65,82.040909,82.118182,,spiccato,1,1,2
61,82.181818,82.227273,,spiccato,0,1,3
60,82.275,82.361364,,spiccato,0,1,3
63,82.418182,82.470455,,spiccato,1,1,1
75,82.522727,82.563636,,spiccato,2,1,3
78,82.615909,82.668182,,spiccato,3,1,1
78,82.720455,82.790909,,spiccato,3,1,1
75,82.843182,82.906818,,spiccato,2,1,3
63,82.952273,83.011364,,spiccato,1,1,1
60,83.063636,83.115909,,spiccato,0,1,3
61,83.161364,83.213636,,spiccato,0,1,3
65,83.265909,83.325,,spiccato,1,1,2
73,83.377273,83.418182,,spiccato,2,1,2
77,83.463636,83.515909,,spiccato,3,1,1
77,83.563636,83.609091,,spiccato,3,1,1
73,83.656818,83.720455,,spiccato,2,1,2
65,83.765909,83.806818,,spiccato,1,1,2
61,83.852273,83.904545,,spiccato,0,1,3
56,83.956818,84.034091,,spiccato,0,1,1
63,84.086364,84.131818,,spiccato,1,1,1
72,84.177273,84.236364,,spiccato,2,1,2
80,84.281818,84.322727,,spiccato,3,1,2
80,84.370455,84.422727,,spiccato,3,1,2
72,84.475,84.527273,,spiccato,2,1,2
63,84.579545,84.654545,,spiccato,1,1,1
56,84.706818,84.747727,,spiccato,0,1,1
61,84.8,84.863636,,spiccato,0,1,3
64,84.909091,84.961364,,spiccato,1,1,1
73,85.009091,85.065909,,spiccato,2,1,2
76,85.118182,85.170455,,spiccato,3,1,0
76,85.222727,85.297727,,spiccato,3,1,0
73,85.35,85.390909,,spiccato,2,1,2
64,85.443182,85.506818,,spiccato,1,1,1
61,85.554545,85.6,,spiccato,0,1,3
60,85.647727,85.693182,,spiccato,0,1,3
63,85.738636,85.786364,,spiccato,1,1,1
75,85.838636,85.890909,,spiccato,2,1,3
78,85.936364,85.984091,,spiccato,3,1,1
78,86.036364,86.104545,,spiccato,3,1,1
75,86.156818,86.215909,,spiccato,2,1,3
63,86.256818,86.325,,spiccato,1,1,1
60,86.372727,86.418182,,spiccato,0,1,3
61,86.465909,86.518182,,spiccato,0,1,3
64,86.570455,86.622727,,spiccato,1,1,1
73,86.675,86.720455,,spiccato,2,1,2
76,86.772727,86.813636,,spiccato,3,1,0
76,86.865909,86.918182,,spiccato,3,1,0
73,86.963636,87.011364,,spiccato,2,1,2
64,87.045455,87.097727,,spiccato,1,1,1
61,87.161364,87.209091,,spiccato,0,1,3
56,87.261364,87.336364,,spiccato,0,1,1
63,87.388636,87.429545,,spiccato,1,1,1
72,87.481818,87.534091,,spiccato,2,1,2
80,87.579545,87.643182,,spiccato,3,1,2
80,87.690909,87.743182,,spiccato,3,1,2
72,87.788636,87.870455,,spiccato,2,1,2
63,87.915909,87.963636,,spiccato,1,1,1
56,88.009091,88.056818,,spiccato,0,1,1
61,88.109091,88.147727,,spiccato,0,1,3
64,88.2,88.252273,,spiccato,1,1,1
73,88.3,88.345455,,spiccato,2,1,2
76,88.393182,88.438636,,spiccato,3,1,0
76,88.486364,88.543182,,spiccato,3,1,0
73,88.595455,88.647727,,spiccato,2,1,2
64,88.7,88.752273,,spiccato,1,1,1
61,88.804545,88.845455,,spiccato,0,1,3
59,88.897727,88.968182,,spiccato,0,1,2
68,89.013636,89.065909,,spiccato,1,1,3
74,89.111364,89.170455,,spiccato,2,1,3
76,89.222727,89.263636,,spiccato,2,1,4
76,89.309091,89.361364,,spiccato,2,1,4
74,89.413636,89.454545,,spiccato,2,1,3
68,89.502273,89.554545,,spiccato,1,1,3
59,89.6,89.659091,,spiccato,0,1,2
57,89.715909,89.768182,,spiccato,0,1,1
64,89.815909,89.865909,,spiccato,1,1,1
73,89.913636,89.965909,,spiccato,2,1,2
81,90.018182,90.063636,,spiccato,3,1,3
81,90.115909,90.156818,,spiccato,3,1,3
73,90.209091,90.272727,,spiccato,2,1,2
64,90.320455,90.377273,,spiccato,1,1,1
57,90.413636,90.452273,,spiccato,0,1,1
58,90.5,90.593182,,spiccato,0,1,2
67,90.638636,90.690909,,spiccato,1,1,3
76,90.75,90.790909,,spiccato,2,3,2
85,90.843182,90.881818,,spiccato,3,3,3
85,90.929545,90.975,,spiccato,3,3,3
76,91.027273,91.068182,,spiccato,3,1,0
67,91.104545,91.15,,spiccato,1,1,3
58,91.179545,91.325,,,0,1,2
59,91.377273,91.468182,,,0,1,2
66,91.568182,91.695455,,release,1,1,2
75,91.568182,91.695455,,release,2,1,3
83,91.568182,91.695455,,release,3,1,4
57,91.788636,91.859091,,,0,1,1
66,91.927273,92.079545,,release,1,1,2
75,91.927273,92.079545,,release,2,1,3
83,91.927273,92.079545,,release,3,1,4
56,92.177273,92.270455,,,0,1,1
64,92.356818,92.502273,,release,1,1,1
71,92.356818,92.502273,,release,2,1,1
80,92.356818,92.502273,,release,3,1,2
57,92.595455,92.681818,,,0,1,1
64,92.729545,92.897727,,release,1,1,1
73,92.729545,92.897727,,release,2,1,2
81,92.729545,92.897727,,release,3,1,3
59,93.031818,93.147727,,,0,1,2
68,93.238636,93.356818,,release,1,1,3
76,93.238636,93.356818,,release,2,3,2
83,93.238636,93.356818,,release,3,3,2
59,93.454545,93.559091,,,0,2,1
66,93.656818,94.029545,,release,1,1,2
75,93.656818,94.029545,,release,2,3,1
83,93.656818,94.029545,,release,3,3,2
64,94.122727,94.777273,,,1,1,1
71,94.784091,95.661364,,release,2,1,1
80,94.784091,95.661364,,release,3,1,2
88,94.784091,95.661364,,release,3,4,4
64,96.038636,96.181818,,spiccato,1,1,1
68,96.234091,96.304545,,spiccato,1,1,3
71,96.363636,96.438636,,spiccato,2,1,1
76,96.490909,96.559091,,spiccato,3,1,0
76,96.606818,96.681818,,spiccato,3,1,0
71,96.734091,96.786364,,spiccato,2,1,1
68,96.838636,96.886364,,spiccato,1,1,3
64,96.938636,96.995455,,spiccato,1,1,1
64,97.047727,97.122727,,spiccato,1,1,1
69,97.175,97.227273,,spiccato,2,1,0
72,97.275,97.320455,,spiccato,2,1,2
76,97.368182,97.420455,,spiccato,3,1,0
76,97.470455,97.536364,,spiccato,3,1,0
72,97.588636,97.645455,,spiccato,2,1,2
69,97.697727,97.738636,,spiccato,2,1,0
64,97.784091,97.85,,spiccato,1,1,1
64,97.895455,97.959091,,spiccato,1,1,1
67,98.004545,98.070455,,spiccato,1,1,3
70,98.122727,98.175,,spiccato,2,1,1
76,98.220455,98.279545,,spiccato,3,1,0
76,98.331818,98.381818,,spiccato,3,1,0
70,98.434091,98.486364,,spiccato,2,1,1
67,98.534091,98.586364,,spiccato,1,1,3
64,98.631818,98.690909,,spiccato,1,1,1
64,98.736364,98.784091,,spiccato,1,1,1
68,98.829545,98.870455,,spiccato,1,1,3
71,98.911364,98.981818,,spiccato,2,1,1
76,99.034091,99.131818,,spiccato,3,1,0
80,99.229545,99.404545,,,3,1,2
83,99.229545,99.404545,,,3,1,4
78,99.411364,99.572727,,staccato,3,1,1
81,99.411364,99.572727,,staccato,3,1,3
76,99.572727,99.811364,,staccato,3,1,0
80,99.572727,99.811364,,staccato,3,1,2
81,99.815909,100.025,,,3,1,3
85,99.815909,100.025,,,3,3,3
80,100.025,100.181818,,release,3,1,2
83,100.025,100.181818,,release,3,3,2
78,100.181818,100.338636,,staccato,3,1,1
81,100.181818,100.338636,,staccato,3,1,3
76,100.345455,100.531818,,staccato,3,1,0
80,100.345455,100.531818,,staccato,3,1,2
75,100.536364,100.722727,,staccato,2,1,3
78,100.536364,100.722727,,staccato,3,1,1
73,100.722727,101.077273,,staccato,2,1,2
76,100.722727,101.077273,,staccato,2,3,2
59,101.204545,101.25,,spiccato,0,1,2
68,101.297727,101.361364,,spiccato,1,1,3
76,101.406818,101.477273,,spiccato,2,3,2
83,101.522727,101.586364,,spiccato,3,3,2
83,101.638636,101.702273,,spiccato,3,3,2
76,101.754545,101.795455,,spiccato,2,3,2
68,101.820455,101.877273,,spiccato,1,1,3
59,101.929545,102.004545,,spiccato,0,2,1
59,102.056818,102.120455,,spiccato,0,1,2
66,102.172727,102.225,,spiccato,1,1,2
75,102.277273,102.325,,spiccato,2,1,3
83,102.370455,102.422727,,spiccato,3,3,2
83,102.475,102.527273,,spiccato,3,3,2
75,102.579545,102.643182,,spiccato,2,1,3
66,102.695455,102.736364,,spiccato,1,1,2
59,102.806818,102.852273,,spiccato,0,1,2
64,102.9,102.956818,,spiccato,1,1,1
68,103.004545,103.05,,spiccato,1,1,3
71,103.109091,103.165909,,spiccato,2,1,1
76,103.218182,103.322727,,spiccato,2,4,1
92,103.375,103.659091,,release,3,6,4
88,103.752273,104.188636,,release,3,5,3
64,104.379545,104.438636,,spiccato,1,1,1
71,104.495455,104.540909,,spiccato,2,1,1
80,104.593182,104.659091,,spiccato,2,5,2
88,104.711364,104.763636,,spiccato,3,5,3
88,104.809091,104.879545,,spiccato,3,5,3
80,104.925,104.988636,,spiccato,2,5,2
71,105.036364,105.093182,,spiccato,2,1,1
64,105.145455,105.204545,,spiccato,1,1,1
64,105.256818,105.309091,,spiccato,1,1,1
72,105.361364,105.413636,,spiccato,2,1,2
81,105.465909,105.511364,,spiccato,3,3,1
88,105.556818,105.604545,,spiccato,3,4,4
88,105.65,105.720455,,spiccato,3,5,3
81,105.772727,105.825,,spiccato,3,1,3
72,105.870455,105.936364,,spiccato,2,1,2
64,106.004545,106.045455,,spiccato,1,1,1
64,106.097727,106.156818,,spiccato,1,1,1
70,106.213636,106.261364,,spiccato,2,1,1
79,106.306818,106.370455,,spiccato,3,1,2
88,106.418182,106.468182,,spiccato,3,4,4
88,106.515909,106.579545,,spiccato,3,5,3
79,106.625,106.690909,,spiccato,3,1,2
70,106.743182,106.788636,,spiccato,2,1,1
64,106.840909,106.893182,,spiccato,1,1,1
64,106.938636,107.002273,,spiccato,1,1,1
71,107.054545,107.102273,,spiccato,2,1,1
80,107.147727,107.188636,,spiccato,3,1,2
88,107.236364,107.322727,,spiccato,3,5,3
64,107.415909,107.688636,,release,1,1,1
68,107.415909,107.688636,,release,1,1,3
66,107.693182,107.815909,,staccato,1,1,2
69,107.693182,107.815909,,staccato,1,1,4
68,107.815909,108.065909,,staccato,1,1,3
71,107.815909,108.065909,,staccato,2,1,1
69,108.065909,108.245455,,staccato,2,1,0
73,108.065909,108.245455,,staccato,2,1,2
71,108.252273,108.402273,,staccato,2,1,1
75,108.252273,108.402273,,staccato,2,1,3
73,108.402273,108.588636,,staccato,2,1,2
76,108.402273,108.588636,,staccato,3,1,0
75,108.593182,108.843182,,staccato,2,1,3
78,108.593182,108.843182,,staccato,3,1,1
76,108.843182,109.197727,,staccato,2,3,2
80,108.843182,109.197727,,staccato,2,3,4
78,109.197727,109.604545,,staccato,3,1,1
81,109.197727,109.604545,,staccato,3,1,3
71,109.731818,109.893182,,spiccato,2,1,1
76,109.945455,110.063636,,spiccato,3,1,0
80,110.115909,110.184091,,spiccato,2,4,3
88,110.231818,110.311364,,spiccato,3,4,4
88,110.359091,110.452273,,spiccato,3,5,3
80,110.504545,110.556818,,spiccato,2,5,2
76,110.602273,110.65,,spiccato,3,1,0
71,110.695455,110.765909,,spiccato,2,1,1
71,110.829545,110.875,,spiccato,2,1,1
75,110.927273,110.975,,spiccato,2,1,3
78,111.020455,111.090909,,spiccato,3,1,1
87,111.136364,111.195455,,spiccato,3,5,3
87,111.240909,111.3,,spiccato,3,5,3
78,111.345455,111.390909,,spiccato,3,1,1
75,111.438636,111.502273,,spiccato,2,1,3
71,111.554545,111.606818,,spiccato,2,1,1
64,111.681818,111.763636,,spiccato,1,1,1
71,111.809091,111.861364,,spiccato,2,1,1
80,111.920455,111.965909,,spiccato,2,4,3
88,112.018182,112.059091,,spiccato,3,5,3
92,112.111364,112.159091,,spiccato,3,6,4
80,112.211364,112.263636,,spiccato,2,5,2
71,112.315909,112.361364,,spiccato,2,1,1
64,112.406818,112.484091,,spiccato,1,1,1
64,112.529545,112.581818,,spiccato,1,1,1
72,112.627273,112.679545,,spiccato,2,1,2
81,112.727273,112.772727,,spiccato,3,1,3
88,112.820455,112.872727,,spiccato,3,4,4
93,112.925,112.977273,,spiccato,3,7,4
81,113.029545,113.086364,,spiccato,3,1,3
72,113.134091,113.202273,,spiccato,2,1,2
64,113.25,113.313636,,spiccato,1,1,1
64,113.365909,113.418182,,spiccato,1,1,1
71,113.481818,113.527273,,spiccato,2,1,1
80,113.579545,113.631818,,spiccato,2,5,2
88,113.684091,113.736364,,spiccato,3,5,3
92,113.795455,113.847727,,spiccato,3,6,4
80,113.893182,113.956818,,spiccato,2,5,2
71,114.009091,114.05,,spiccato,2,1,1
64,114.097727,114.161364,,spiccato,1,1,1
64,114.206818,114.254545,,spiccato,1,1,1
72,114.306818,114.370455,,spiccato,2,1,2
81,114.422727,114.468182,,spiccato,3,1,3
88,114.509091,114.554545,,spiccato,3,5,3
93,114.602273,114.665909,,spiccato,3,7,4
81,114.711364,114.763636,,spiccato,3,1,3
72,114.815909,114.881818,,spiccato,2,1,2
64,114.934091,114.972727,,spiccato,1,1,1
64,115.025,115.088636,,spiccato,1,1,1
71,115.147727,115.193182,,spiccato,2,1,1
80,115.240909,115.286364,,spiccato,2,5,2
88,115.334091,115.390909,,spiccato,3,5,3
92,115.443182,115.495455,,spiccato,3,6,4
80,115.547727,115.611364,,spiccato,2,5,2
71,115.663636,115.711364,,spiccato,2,1,1
64,115.756818,115.809091,,spiccato,1,1,1
61,115.868182,115.965909,,spiccato,0,1,3
70,116.025,116.070455,,spiccato,2,1,1
79,116.118182,116.156818,,spiccato,3,1,2
88,116.204545,116.25,,spiccato,3,4,4
61,116.302273,116.465909,,,0,1,3
58,116.563636,116.738636,,release,0,1,2
59,116.831818,117.104545,,,0,1,2
80,117.231818,117.459091,,staccato,3,1,2
83,117.231818,117.459091,,staccato,3,1,4
78,117.463636,117.627273,,staccato,3,1,1
81,117.463636,117.627273,,staccato,3,1,3
76,117.627273,117.811364,,staccato,3,1,0
80,117.627273,117.811364,,staccato,3,1,2
75,117.811364,117.952273,,staccato,2,1,3
78,117.811364,117.952273,,staccato,3,1,1
73,117.956818,118.120455,,staccato,2,1,2
76,117.956818,118.120455,,staccato,3,1,0
71,118.125,118.270455,,staccato,2,1,1
75,118.125,118.270455,,staccato,2,1,3
69,118.277273,118.434091,,staccato,1,1,4
73,118.277273,118.434091,,staccato,2,1,2
68,118.438636,118.602273,,staccato,1,1,3
71,118.438636,118.602273,,staccato,2,1,1
66,118.606818,118.845455,,staccato,1,1,2
69,118.606818,118.845455,,staccato,2,1,0
64,118.852273,119.106818,,staccato,1,1,1
68,118.852273,119.106818,,staccato,1,1,3
63,119.106818,119.502273,,staccato,1,1,1
66,119.106818,119.502273,,staccato,1,1,2
64,119.506818,119.559091,,spiccato,1,1,1
68,119.606818,119.675,,spiccato,1,1,3
71,119.727273,119.786364,,spiccato,2,1,1
76,119.838636,119.890909,,spiccato,3,1,0
80,119.943182,120.025,,spiccato,3,1,2
71,120.070455,120.129545,,spiccato,2,1,1
68,120.179545,120.245455,,spiccato,1,1,3
64,120.302273,120.361364,,spiccato,1,1,1
64,120.418182,120.481818,,spiccato,1,1,1
69,120.534091,120.586364,,spiccato,2,1,0
72,120.638636,120.690909,,spiccato,2,1,2
76,120.738636,120.784091,,spiccato,3,1,0
81,120.836364,120.895455,,spiccato,3,1,3
72,120.947727,121.004545,,spiccato,2,1,2
69,121.056818,121.097727,,spiccato,2,1,0
64,121.143182,121.202273,,spiccato,1,1,1
64,121.247727,121.295455,,spiccato,1,1,1
68,121.347727,121.393182,,spiccato,1,1,3
71,121.440909,121.493182,,spiccato,2,1,1
76,121.545455,121.590909,,spiccato,3,1,0
80,121.643182,121.695455,,spiccato,3,1,2
71,121.743182,121.795455,,spiccato,2,1,1
68,121.840909,121.9,,spiccato,1,1,3
64,121.945455,122.004545,,spiccato,1,1,1
64,122.056818,122.106818,,spiccato,1,1,1
69,122.165909,122.211364,,spiccato,2,1,0
72,122.263636,122.311364,,spiccato,2,1,2
76,122.363636,122.409091,,spiccato,3,1,0
81,122.456818,122.513636,,spiccato,3,1,3
72,122.561364,122.625,,spiccato,2,1,2
69,122.670455,122.718182,,spiccato,2,1,0
64,122.770455,122.815909,,spiccato,1,1,1
64,122.875,122.927273,,spiccato,1,1,1
68,122.979545,123.025,,spiccato,1,1,3
71,123.077273,123.129545,,spiccato,2,1,1
76,123.175,123.222727,,spiccato,3,1,0
80,123.268182,123.327273,,spiccato,3,1,2
71,123.372727,123.420455,,spiccato,2,1,1
68,123.472727,123.518182,,spiccato,1,1,3
64,123.570455,123.629545,,spiccato,1,1,1
61,123.681818,123.727273,,spiccato,0,1,3
67,123.775,123.820455,,spiccato,1,1,3
70,123.865909,123.913636,,spiccato,2,1,1
76,123.954545,124.006818,,spiccato,3,1,0
79,124.052273,124.220455,,staccato,3,1,2
76,124.320455,124.522727,,staccato,3,1,0
59,124.615909,124.934091,,release,0,2,1
71,124.940909,125.131818,,staccato,2,1,1
76,124.940909,125.131818,,staccato,3,1,0
68,125.138636,125.306818,,staccato,1,1,3
71,125.138636,125.306818,,staccato,2,1,1
83,125.311364,125.515909,,staccato,3,3,2
59,125.579545,125.759091,,staccato,0,2,1
63,125.579545,125.759091,,staccato,1,1,1
61,125.765909,125.922727,,staccato,0,1,3
64,125.765909,125.922727,,staccato,1,1,1
63,125.922727,126.061364,,staccato,1,1,1
66,125.922727,126.061364,,staccato,1,1,2
64,126.065909,126.229545,,staccato,1,1,1
68,126.065909,126.229545,,staccato,1,1,3
66,126.236364,126.397727,,staccato,1,1,2
69,126.236364,126.397727,,staccato,1,1,4
68,126.404545,126.613636,,staccato,1,1,3
71,126.404545,126.613636,,staccato,2,1,1
69,126.618182,126.965909,,staccato,2,1,0
73,126.618182,126.965909,,staccato,2,1,2
71,126.965909,127.454545,,staccato,2,1,1
75,126.965909,127.454545,,staccato,2,1,3
76,127.581818,127.768182,,spiccato,3,1,0
80,127.820455,127.906818,,spiccato,3,1,2
83,127.970455,128.075,,spiccato,3,3,2
76,128.122727,128.209091,,spiccato,3,1,0
76,128.261364,128.343182,,spiccato,3,1,0
83,128.395455,128.459091,,spiccato,3,3,2
80,128.511364,128.556818,,spiccato,3,1,2
76,128.609091,128.65,,spiccato,3,1,0
76,128.702273,128.788636,,spiccato,3,1,0
81,128.836364,128.888636,,spiccato,3,3,1
84,128.934091,128.993182,,spiccato,3,3,3
76,129.045455,129.097727,,spiccato,2,3,2
76,129.15,129.195455,,spiccato,2,3,2
84,129.247727,129.311364,,spiccato,3,3,3
81,129.363636,129.404545,,spiccato,3,3,1
76,129.456818,129.515909,,spiccato,2,3,2
76,129.561364,129.609091,,spiccato,2,3,2
80,129.654545,129.706818,,spiccato,3,1,2
83,129.759091,129.815909,,spiccato,3,3,2
76,129.868182,129.915909,,spiccato,2,3,2
76,129.968182,130.009091,,spiccato,2,3,2
83,130.061364,130.136364,,spiccato,3,3,2
80,130.181818,130.229545,,spiccato,3,1,2
76,130.275,130.322727,,spiccato,3,1,0
75,130.379545,130.431818,,spiccato,2,3,1
78,130.479545,130.536364,,spiccato,3,1,1
83,130.584091,130.636364,,spiccato,3,3,2
76,130.688636,130.740909,,spiccato,2,3,2
76,130.793182,130.868182,,spiccato,2,3,2
83,130.913636,130.972727,,spiccato,3,3,2
78,131.018182,131.065909,,spiccato,3,1,1
75,131.111364,131.181818,,spiccato,2,1,3
73,131.234091,131.279545,,spiccato,2,1,2
76,131.331818,131.379545,,spiccato,3,1,0
81,131.431818,131.484091,,spiccato,3,1,3
76,131.536364,131.604545,,spiccato,3,1,0
76,131.652273,131.709091,,spiccato,3,1,0
81,131.756818,131.809091,,spiccato,3,1,3
76,131.854545,131.9,,spiccato,3,1,0
73,131.952273,132.011364,,spiccato,2,1,2
71,132.063636,132.115909,,spiccato,2,1,1
75,132.172727,132.213636,,spiccato,2,1,3
80,132.261364,132.325,,spiccato,3,1,2
76,132.377273,132.434091,,spiccato,3,1,0
76,132.486364,132.545455,,spiccato,3,1,0
80,132.597727,132.643182,,spiccato,3,1,2
75,132.695455,132.747727,,spiccato,2,1,3
71,132.8,132.852273,,spiccato,2,1,1
69,132.904545,132.968182,,spiccato,2,1,0
73,133.015909,133.068182,,spiccato,2,1,2
78,133.113636,133.165909,,spiccato,3,1,1
76,133.213636,133.277273,,spiccato,3,1,0
76,133.329545,133.393182,,spiccato,3,1,0
78,133.445455,133.486364,,spiccato,3,1,1
73,133.538636,133.602273,,spiccato,2,1,2
69,133.670455,133.718182,,spiccato,2,1,0
66,133.763636,133.822727,,spiccato,1,1,2
69,133.868182,133.915909,,spiccato,2,1,0
75,133.968182,134.036364,,spiccato,2,1,3
76,134.084091,134.129545,,spiccato,2,1,4
76,134.181818,134.245455,,spiccato,2,1,4
75,134.297727,134.35,,spiccato,2,1,3
69,134.397727,134.454545,,spiccato,1,1,4
66,134.502273,134.565909,,spiccato,1,1,2
64,134.611364,134.663636,,spiccato,1,1,1
68,134.711364,134.763636,,spiccato,1,1,3
76,134.809091,134.861364,,spiccato,2,1,4
76,134.913636,134.972727,,spiccato,3,1,0
76,135.025,135.081818,,spiccato,3,1,0
76,135.122727,135.168182,,spiccato,3,1,0
68,135.215909,135.290909,,spiccato,1,1,3
64,135.338636,135.384091,,spiccato,1,1,1
65,135.436364,135.488636,,spiccato,1,1,2
